Number of Clusters,Point Index,PCA1,PCA2,PCA3,Cluster
2,48,-0.9135812064307265,0.04179665567506331,-0.5525625511785474,1
2,49,-1.1098506217527753,0.06630288210205026,0.4945398445675511,1
2,50,-0.5963427172940512,-0.14069049275662526,-0.5477264750047982,1
2,51,0.09793430393368176,-0.556433691926054,-0.3182072637251811,1
2,52,-0.6299389629100092,0.7665815204896124,0.42818962468942384,0
2,53,-0.35439621855803616,1.3085609753913392,-0.5822615048158087,0
2,54,-1.0540457508924657,0.10714740280906108,-0.5606318224018855,1
2,55,0.18276290110351553,-0.6795783920093341,-0.2840206525770424,1
2,56,0.5362284079204453,0.7304954482951979,0.69010355171276,0
2,57,-0.14203713951207408,-0.5064471800987718,0.7404646675593738,1
2,58,-0.2994370025907453,1.2316220377995837,-0.536443103661639,0
2,59,-0.1905768778769447,-0.4673714848229762,-0.19698914650551014,1
2,60,0.9428943046869341,0.4446469544913171,-0.28051570077767257,0
2,61,1.110825513405687,0.2076706265242629,-0.13214854619386932,0
2,62,0.9704480406509715,0.32246334409635835,-0.35790692441383987,0
2,63,1.1213894519249061,0.2043874046483208,-0.3336783770135205,0
2,64,1.1261537533834283,0.1706455409110125,-0.12250814511326516,0
2,65,1.133678619668987,0.1880206345774926,-0.33219868405530223,0
2,66,1.0926796438730622,0.2414532636250132,-0.10832635937588148,0
2,67,1.1696888326585828,0.1853761924740799,-0.25107798022229805,0
2,68,1.1313098072814216,0.20928788950878355,-0.06497414500857374,0
2,69,0.32420454769852586,-0.9244792613958975,-0.1470639853244151,1
2,70,1.1335698322553878,0.18987407900553946,-0.17086866213501686,0
2,71,1.1165928581009237,0.17733757723781898,-0.12552154761174134,0
2,72,-0.11348805864983703,-0.3791195971013946,-0.4756145830350252,1
2,73,-0.23115210262977262,-0.3724206437100287,-0.41957460654982254,1
2,74,-0.33444044125054756,-0.2653807376889851,0.47796202744965827,1
2,75,-0.2540449058459864,-0.33690019157121076,0.47690955654980444,1
2,76,0.02209379460967413,-0.5680015410855505,-0.23296992359590804,1
2,77,-0.41021693840318796,-0.25411555699961347,0.5777546754270919,1
2,78,0.5564259162928069,-0.04610779978438407,-0.1840473306840186,0
2,79,0.9304777421277982,0.39108456722854124,-0.15623234259898083,0
2,80,-0.32074748254083024,1.2905334470892926,0.3986083289333534,0
2,81,-0.17689204108853668,1.1249737465003178,0.5104475116790274,0
2,82,-0.5066524346031422,0.7456307463641721,-0.5922647040217395,0
2,83,-0.643827196664382,0.8361679379906654,-0.5828168830158488,0
2,84,-0.3970733576659612,0.7033622682574866,-0.5444656358141722,0
2,85,-0.6127557709133629,0.8439505850436795,-0.5815508731488983,0
2,86,-0.7124105629135785,0.9542081887559524,-0.6552696465255509,0
2,87,-0.7124105629135785,0.9542081887559524,-0.6552696465255509,0
2,88,-0.7124105629135785,0.9542081887559524,-0.6552696465255509,0
2,89,-0.7124105629135785,0.9542081887559524,-0.6552696465255509,0
2,90,0.055136551522683,0.49575179816325643,0.44086952279137104,0
2,91,0.055136551522683,0.49575179816325643,0.44086952279137104,0
2,92,0.055136551522683,0.49575179816325643,0.44086952279137104,0
2,93,0.055136551522683,0.49575179816325643,0.44086952279137104,0
2,94,0.18564044426246532,0.42168474286269425,-0.39762380550385457,0
2,95,0.18564044426246532,0.42168474286269425,-0.39762380550385457,0
2,96,0.18564044426246532,0.42168474286269425,-0.39762380550385457,0
2,97,0.18564044426246532,0.42168474286269425,-0.39762380550385457,0
2,98,-0.3857867874716106,0.6768840866909865,-0.4947337855704889,0
2,99,-0.3857867874716106,0.6768840866909865,-0.4947337855704889,0
2,100,-0.3857867874716106,0.6768840866909865,-0.4947337855704889,0
2,101,-0.3857867874716106,0.6768840866909865,-0.4947337855704889,0
2,102,1.030382009172779,0.19498719144054857,-0.06250000554302838,0
2,103,1.0651985973172209,0.1442593874300874,-0.20543231256047015,0
2,104,0.9093166071660062,0.2489291966260048,-0.2905377377783772,0
2,105,0.9694985414067928,0.21152860575980484,-0.31681228251707594,0
2,106,0.9763935453012504,0.21905705013026958,0.6873096836584713,0
2,107,0.7514315041500554,0.3972395826412045,0.831892017796492,0
2,108,0.7325976619656405,0.40428494117106095,-0.3305692897326586,0
2,109,0.949062416239142,0.23905902574944768,-0.08685817575955591,0
2,110,0.7363757919225549,0.42278691580709005,0.8218567791273781,0
2,111,0.25682955815120945,0.36849545858967847,0.7448041384732871,0
2,112,0.5705382344335183,-1.1087442555344997,-0.06595941382778785,1
2,113,0.6418349274461145,0.01964552954960878,-0.46661234686829606,0
2,114,0.8127844661007197,0.5312118943465853,0.5049405653615002,0
2,115,0.7668479228528267,0.5603490498720562,-0.46591743980270656,0
2,116,0.8972588859148689,0.45356277689826435,-0.2638718799814026,0
2,117,0.5707108506696783,-0.013721881341877452,-0.2747735240513908,0
2,118,0.2426165145059432,0.3389193648444473,0.7368183024481703,0
2,119,-0.7813864924605517,1.0013868512544475,0.468384892055125,0
2,120,-0.6419075870627694,0.9120601482716006,-0.6042942225564979,0
2,121,0.06347482414025474,0.4288503122521722,0.6475812058272453,0
2,122,-0.643457549102949,0.819032748655995,0.6189627785926967,0
2,123,-0.643457549102949,0.819032748655995,0.6189627785926967,0
2,124,-0.14639991583333664,0.592280950897904,-0.5617720372943212,0
2,125,-0.14639991583333664,0.592280950897904,-0.5617720372943212,0
2,126,0.09346647733490343,0.30964072213937444,-0.3552415698536854,0
2,127,0.12336135863413386,0.40371900511468634,-0.2919965995516644,0
2,128,0.2742620002881914,0.3253399694767857,-0.27420090923418683,0
2,129,-0.24016906940666857,0.6370326006424666,-0.24299965743661675,0
2,130,0.406061921932257,0.25119734496227664,-0.17620086770716561,0
2,131,-0.6848806183991346,0.8927846826542148,0.48052267866925125,0
2,132,-0.37338075199007614,1.32466702165228,0.5951448896139359,0
2,133,-1.126557137772681,0.18668509866455657,0.5565018842578893,1
2,134,-0.5406259881972258,1.4582794505858838,0.2895134148070967,0
2,135,-0.33630314619520296,1.317879875646195,0.5752413466678986,0
2,136,-1.1484088511061854,0.1624167662609261,0.5044154200642755,1
2,137,-1.1768394768368082,0.21064735503953202,0.5052528532343132,1
2,138,-0.38396248628085317,1.298842941282556,0.5551577903634684,0
2,139,-1.169758460470503,0.22210090662514964,0.5081653519330857,1
2,140,-1.1275069784372114,0.19317078029010554,-0.6058679049502722,1
2,141,-0.6702092867020581,0.847334598570589,0.5467471766425853,0
2,142,-0.26974882270246214,1.2532974100703718,-0.5573555324574287,0
2,143,-0.9402473704534365,0.03302889643319272,-0.5589982516541081,1
2,144,-1.07684668327675,0.15549799215954846,0.553723971608707,1
2,145,-0.9997942626749147,0.10445659524491228,0.4120640327808075,1
2,146,0.27496417982124527,0.33553310508252415,0.7873618894253198,0
2,147,-0.002350878996345173,0.5411046159192797,0.5008732130548392,0
2,148,0.6802208169710409,0.7216319993310234,-0.3295049105976483,0
2,149,0.6711791477653993,0.6633176198683335,-0.30260640981821474,0
2,150,0.8844203881815053,0.5047380595112284,-0.05705625683832474,0
2,151,0.6040633627920076,0.6450985616975591,0.8911349399199682,0
2,152,0.22640534071039645,0.3716033700166637,-0.5795365770281483,0
2,153,0.014967904209022555,-0.5710259946314684,-0.23591232167206738,1
2,154,-0.3175928495660247,-0.284127022162324,-0.523870580354773,1
2,155,-0.12065031784096356,-0.469661516644951,-0.3376232608368373,1
2,156,0.4402258049016609,0.8514184913178312,0.6093114241235281,0
2,157,-0.2511691781585562,-0.40117671691210355,-0.3531991713478949,1
2,158,0.12835816861365165,0.40634152405263674,-0.5179727889006149,0
2,159,0.01118053291568505,-0.5645870528506653,-0.14389158932210486,1
2,160,-0.17201385560250673,0.5807903885448905,0.5259417126923268,0
2,161,-0.1846428033006903,-0.3822863568289457,-0.4208770754651138,1
2,162,-0.5252638954912769,-0.17541330593995647,-0.5560593588894217,1
2,163,0.09449182581530341,-0.6031639826358727,-0.3219097810017516,1
2,164,-0.06172128720534964,0.5029519567528471,-0.5878523462042059,0
2,165,-0.3396482339016292,0.5076331254105488,-0.5931950715791866,0
2,166,-0.5269368451899542,0.6588600769200006,-0.6608866917529008,0
2,167,0.44281991438919305,0.145024870443878,-0.2746952426531457,0
2,168,-0.537389705173963,-0.17250109513949108,0.6416509796238395,1
2,169,-0.4938408990186701,-0.2579436700168027,0.6209388198998379,1
2,170,-0.08249374390456128,0.5638806239729384,0.6037274855265188,0
2,171,0.11293540153193368,0.3236246227782709,-0.4956313756814367,0
2,172,0.7269797270307156,0.5939958228358095,-0.3518817131225139,0
2,173,-0.4308422557269627,-0.23642981589712858,0.64132720078049,1
2,174,0.08455684862326363,-0.6291041074555539,-0.29695035112938517,1
2,175,-0.15923915946585906,-0.40503458940095216,-0.46879904511106124,1
2,176,0.15144973478525273,-0.6909661829240055,0.827155413034148,1
2,177,-0.04122945772916169,-0.5300663955803651,-0.2486994486541346,1
2,178,0.3878209262711542,0.22173242113821723,-0.22861237552733585,0
2,179,0.7625867345053505,0.5877371571461357,-0.17085756159681975,0
2,180,-0.024284832364729524,-0.5236757818263762,-0.44466951914645503,1
2,181,0.7871928926600987,0.5639029457393412,-0.16146364989015108,0
2,182,0.9611338077734906,0.3623160066600674,-0.057733061874153786,0
2,183,-0.184462422480596,-0.36094819194624994,-0.28499870568181745,1
2,184,-0.17139718367436255,-0.42769810611994763,0.7309029313795443,1
2,185,-0.07127080559461797,-0.4470590923578459,-0.462034450695824,1
2,186,1.0473957971539662,0.36630718996727657,0.059461732717236475,0
2,187,-0.0018520499772593918,-0.5526467808243505,-0.41355735509480845,1
2,188,-0.10576890118437758,-0.5695497025193651,-0.2274258738772618,1
2,189,-0.3609270635602155,-0.419239977819864,-0.27110564342630034,1
2,190,-0.27973018654099513,-0.5043049208824879,-0.2372162894144172,1
2,191,-0.038246512768644755,-0.651482331197503,-0.25550806105612933,1
2,192,-0.3473941778343356,-0.3800256192449665,-0.45707582745052483,1
2,193,-0.22976066308763285,-0.42871585991516653,-0.3181385436143471,1
2,194,-0.27345765579152165,-0.45535175972810743,-0.40370728267694744,1
2,195,-0.40286683578586263,-0.4429403682389476,0.7545694794092049,1
2,196,-0.16188038598917484,-0.5174155612054099,-0.4049314731851202,1
2,197,-0.31700897468013,-0.45124036085181635,-0.3293734696365547,1
2,198,-0.2741628242449473,-0.48119913647623663,-0.16265582624892502,1
2,199,-0.184511066349647,-0.4929579319859751,-0.2915118847291487,1
2,200,-0.38058139327325147,-0.3747984174684145,-0.3366688654043423,1
2,201,-0.020856305314089704,-0.6343559900707195,-0.3399658563695381,1
2,202,-0.02388016487063392,-0.5964285660304405,-0.3674277855563278,1
2,203,-0.18680857465868886,-0.474199902973716,-0.25986634058967584,1
2,204,-0.224826159997607,-0.4733426707234942,-0.40007119811272823,1
2,205,-0.3882375840801089,-0.3509612098687617,0.5019038688584225,1
2,206,-0.3176024713236187,-0.43263787070461573,-0.20853799273180637,1
2,207,-0.3513080646293338,-0.31844979634300075,-0.502284358174269,1
2,208,-0.19099427577872652,-0.5357445303845133,-0.24719545364845907,1
2,209,-0.1554986870116461,-0.5744772526622566,-0.3194813529409257,1
2,210,-0.2948481188184153,-0.4852524318140365,-0.2888271987166382,1
2,211,-0.12935689396149183,-0.47505202699652144,-0.4326596793779575,1
2,212,-0.31473696945660223,-0.3938153420163179,-0.47389499881690134,1
2,213,-0.22872333796184227,-0.46203213497411394,-0.43131666624818366,1
2,214,0.027766518224095968,-0.6651417402148222,-0.12602797676256305,1
2,215,-0.5297727016160171,-0.2582398697539693,-0.5142844875725981,1
2,216,-0.08805398495501332,-0.6157064174390589,-0.17258904502702335,1
2,217,-0.354525048954414,-0.40155444930653167,-0.31455940169058005,1
2,218,0.18012508997429574,0.2297587449058235,-0.4219222326848144,0
2,219,-0.38103845683832793,-0.4272568974305853,-0.3344446466023736,1
2,220,-0.12719487388139672,-0.5285870414961135,-0.2780216565033096,1
2,221,-0.30419526178915873,-0.4752895396346745,-0.22974806431054243,1
2,222,-0.2046666208455796,-0.49732490972803495,-0.2805787762395192,1
2,223,-0.32155884887805464,-0.47934572270584125,-0.3168520616729117,1
2,224,-0.37460451006132484,0.756011745679573,0.6009938019876326,0
2,225,0.328251488525752,0.23747911922594966,-0.2979931071163145,0
2,226,0.6286142949330304,0.7409881950705433,-0.2212839787792929,0
2,227,0.3906668095365037,0.28297882974943406,-0.22912995146970608,0
2,228,0.3112810151628362,0.3271230239208878,-0.27497925469901663,0
2,229,-0.651258599550609,-0.09743849689935494,-0.33152073979659613,1
2,230,0.055534720692844236,-0.5146251917976005,-0.10773465073763112,1
2,231,-0.6270092897361822,-0.11756692382297956,-0.3087587677955652,1
2,232,0.314594087775216,0.29571931113242284,-0.521463380446441,0
2,233,-0.054808977713195234,0.5136520930125227,0.3998104624782327,0
2,234,-0.054808977713195234,0.5136520930125227,0.3998104624782327,0
2,235,0.2215466155180166,0.3464991482535164,-0.46316640339606646,0
2,236,0.2215466155180166,0.3464991482535164,-0.46316640339606646,0
2,237,0.897514794810121,0.4458804213932956,-0.04096808762764145,0
2,238,0.3423889391951689,0.17621334591431315,-0.4217748116771186,0
2,239,0.6341224333459629,0.6660618886030705,0.7659239507300839,0
2,240,0.6130590000996672,0.7377625083231685,-0.2901719268430121,0
2,241,0.814971259847265,0.472198321473187,-0.26109262128086536,0
2,242,0.10289251823943128,-0.6351739332044941,-0.07978444777486574,1
2,243,-0.14185132674463066,-0.40719259869566854,-0.3049223627231563,1
2,244,0.6089662617421255,0.6679173692982823,0.7066002813886733,0
2,245,0.18229840307954406,-0.7163642675101793,-0.2595252577815785,1
2,246,0.622690254645698,0.018881345082802637,-0.3046613709401117,0
2,247,0.95292412302853,0.44549815016866423,-0.41840227094454646,0
2,248,0.9888755755348858,0.41662225439978806,-0.4182123788879592,0
2,249,0.15251501251033905,-0.6560875096156892,-0.46056615459142997,1
2,250,0.141203760548387,-0.6525339178579922,-0.45728988575124796,1
2,251,0.9228607045582115,0.4443942403835721,-0.4984437327335531,0
2,252,0.5095569875856837,0.029961870285474628,-0.5633511809144026,0
2,253,-0.02551002217786326,-0.5697655819446398,0.6142902571119916,1
2,254,0.8502775986891556,0.4793199751936593,-0.5237176194247155,0
2,255,0.9532660033167423,0.4158771048988481,-0.4705516421809297,0
2,256,1.0310674220425449,0.3748640369701415,-0.3909033406633002,0
2,257,0.18456378102608545,-0.6746571623484859,-0.45402462663201215,1
2,258,-1.0814844413622506,0.12022800213832782,-0.5395217439663293,1
2,259,-0.09257980411323614,1.0768590719716344,-0.5011108039572104,0
2,260,-1.2001583580267834,0.2434656882507664,0.5442180735145229,1
2,261,-0.9727574272668257,0.05595103839037117,-0.41922579666911364,1
2,262,-0.24746870901199708,1.2015799674174659,-0.3981038483480341,0
2,263,-1.0209743132356262,0.14296140443303368,-0.387380385222243,1
2,264,-0.9493209015993408,0.015955226360750387,-0.5190477062278809,1
2,265,-0.835651174339035,0.9672598232556829,0.30932874159691937,0
2,266,-1.0921552998720518,0.1616564681658258,-0.5694031617601695,1
2,267,-0.2563453274009982,1.2202190582002608,0.4430536642381772,0
2,268,-0.47587062742873487,1.3662712831510457,0.34844514792446313,0
2,269,-1.2906540036378407,0.29701477715472824,0.33012524643233443,1
2,270,0.6281126790870422,0.7255441977237534,-0.502428178275579,0
2,271,0.6427407381721252,0.7219330588603874,-0.2565613327134956,0
2,272,0.3121070114502808,0.9444011289529464,0.5700257231081777,0
2,273,0.760768718416555,0.6643522299301279,-0.3848972078191288,0
2,274,0.609862059522711,0.7306459189702124,-0.5264754933062219,0
2,275,0.564569933624312,0.7902704457031087,0.4567554321375318,0
2,276,-0.2676666511501493,-0.30071034325442497,-0.522013871052829,1
2,277,-0.4047229577575559,-0.21410236738245414,0.4340449227610444,1
2,278,0.1746956336194154,0.4059275541053316,0.3565966994791096,0
2,279,-0.0651246616869716,-0.460599469246423,-0.4598607621705172,1
2,280,-0.09886832826293909,-0.4207328131450942,-0.4769403909711873,1
2,281,0.5244222050861955,0.775291887212038,0.44586213222142385,0
2,282,0.39012584012387347,-0.9319992504197027,-0.16984016247035108,1
2,283,0.4282318891713179,-1.0081358677311392,-0.20062115442800924,1
2,284,0.3461969625320082,-0.8633364947544669,0.7672730086330187,1
2,285,0.3837860511326247,-0.9943462963590926,0.9864243552715108,1
2,286,0.6100005327803019,-1.1297539125613532,-0.05703713537592809,1
2,287,0.6333999480042344,-1.193486071050826,0.1223091209709422,1
2,288,0.4969007993652022,-1.0039462555232874,-0.1475968265748449,1
2,289,0.5790269435020913,-1.181011226909359,0.12898333638463996,1
2,290,0.6819705448690908,-1.202641685385788,-0.010671000162076954,1
2,291,0.6613304419924538,-1.174133718961106,-0.02780712391905864,1
2,292,0.4111636008415119,-0.9871689371878642,-0.2251413433827996,1
2,293,0.4565308043604464,-1.0434860751657422,-0.19061172634375328,1
2,294,0.44807870310065717,-0.9341945461101461,-0.16908208940423744,1
2,295,0.580906149960732,0.1224086812862742,-0.263091468543047,0
2,296,0.4829486694597008,0.12640394080580092,-0.1879967214646566,0
2,297,0.6970564315442823,0.6586441594096197,0.6523245326743549,0
2,298,0.7798171929835535,0.5534088183662697,-0.05318118429122405,0
2,299,0.31437152581061595,0.2970397101066721,-0.3582083521782519,0
2,300,0.31735041074401404,0.3011144981149673,-0.39022635189765015,0
2,301,-0.4921209168421907,0.6813316288405704,-0.5675714812575036,0
2,302,-0.747082771815213,0.8743390725711045,0.5186477571475192,0
2,303,-0.6810858210099441,0.7446130938666555,0.4816376293083812,0
2,304,0.5870176350419309,-0.00016890006839913703,-0.1882323772425232,0
2,305,0.6597166717744238,0.04949357778309523,-0.2169224329190141,0
2,306,0.6588061582791614,-0.06899601242830491,-0.002240992716708269,0
2,307,0.4935317137129698,-0.008373344731781283,0.032897100622355055,0
2,308,0.6652388151719452,-0.09157136105059588,0.0017436613363911238,0
2,309,0.6187938040563082,-0.04851842830199956,-0.21472184993672813,0
2,310,0.5878510089847797,-0.06459768686311151,0.006324960772038834,0
2,311,0.2893387493188768,0.18359683243520275,-0.4002300069227865,0
2,312,0.7589664851106055,0.6076095319349766,-0.25889408184199997,0
2,313,0.08817883297833151,0.4260007518353926,0.3602848540694159,0
2,314,-0.2748862567615967,0.6427608288246741,-0.3777353787911499,0
2,315,0.11824183085329024,0.9823035052741349,0.5042417743283855,0
2,316,0.6030200681916892,0.7251951300914393,-0.44103454795464014,0
2,317,0.9158797737520873,0.4523464840288837,-0.05249593244095425,0
2,318,0.8703775965103207,0.4500824299207519,-0.11103051070394246,0
2,319,0.8947911189407074,0.47170422537573986,-0.042367746387980056,0
2,320,-0.08185349924984017,1.1861510132066986,0.612885472697273,0
2,321,-0.03925761921851672,1.166203488323496,-0.5536182722755308,0
2,322,0.17547954850353634,1.0057290525812073,-0.4444379064690006,0
2,323,-0.6717430168685669,-0.10812502620590933,0.48076497875045543,1
2,324,0.19111242554172705,0.9629452254669907,-0.46323773383528843,0
2,325,0.08659925240078292,1.0170267721885413,0.7429506257330081,0
2,326,-0.7506248712787748,-0.015451899255070973,-0.5287550371178876,1
2,327,-0.0034381823737083808,1.1003823043873473,0.6745295977438858,0
2,328,-0.056996070530535986,1.147846210033463,0.5866154160756368,0
2,329,0.003952617294668532,1.0808036530076817,0.6760028001342103,0
2,330,1.076893030919538,0.3558150873881008,-0.17483600256491377,0
2,331,0.9784946118706505,0.4423653868574758,-0.24567989030011056,0
2,332,1.0461953080558917,0.4161827433799267,-0.14452266003606642,0
2,333,0.9679947007606137,0.4378865495388892,-0.24921705036583408,0
2,334,1.0954778570338626,0.30545903129662233,-0.012655940742067717,0
2,335,1.1157870111450887,0.2845158516916436,-0.1251044268402455,0
2,336,0.9016755169792331,0.4985509848732661,-0.30163167408655944,0
2,337,0.9990089068727029,0.3578645326752908,0.9911999640777454,0
2,338,0.9238014345172886,0.48500907201613463,-0.26457094996586905,0
2,339,0.8273235993331779,0.49130212738188267,0.8456829149295219,0
2,340,0.2249292498882079,-0.6575184787082715,-0.20288130420057823,1
2,341,0.628309472996297,0.6783532782477417,-0.3782102797185187,0
2,342,0.7230480569452713,0.5855090558898676,-0.26045334254787855,0
2,343,0.7911583688606502,0.5819593132699495,-0.379427405441651,0
2,344,0.7189239760223181,0.6651008199279308,-0.21796501435223467,0
2,345,0.6469545702632724,0.7002889762527879,0.782237948658526,0
2,346,0.6381475987672176,0.6530521974347522,0.7040092098595367,0
2,347,0.8166566661108591,0.5389521275726427,-0.18941054616715017,0
2,348,0.49328987819136955,0.7847608821296044,0.6804392534284804,0
2,349,0.8321402505211166,0.49162333813660103,-0.20458542185004805,0
2,350,0.5157768217774467,0.094004553710132,-0.16264616778339433,0
2,351,0.3806499347164564,0.21697839595002644,-0.22200055820244324,0
2,352,-0.5368605920621693,0.8109866195120984,-0.40285435306329104,0
2,353,-0.5368605920621693,0.8109866195120984,-0.40285435306329104,0
2,354,-0.5368605920621693,0.8109866195120984,-0.40285435306329104,0
2,355,-0.5368605920621693,0.8109866195120984,-0.40285435306329104,0
2,356,-0.5368605920621693,0.8109866195120984,-0.40285435306329104,0
2,357,-0.501824873002288,0.7536839145951227,0.5213585805984404,0
2,358,-0.501824873002288,0.7536839145951227,0.5213585805984404,0
2,359,-0.501824873002288,0.7536839145951227,0.5213585805984404,0
2,360,-0.501824873002288,0.7536839145951227,0.5213585805984404,0
2,361,-0.501824873002288,0.7536839145951227,0.5213585805984404,0
2,362,-0.6966967582216985,0.8809091228897595,0.5221492076964717,0
2,363,-0.6966967582216985,0.8809091228897595,0.5221492076964717,0
2,364,-0.6966967582216985,0.8809091228897595,0.5221492076964717,0
2,365,-0.6966967582216985,0.8809091228897595,0.5221492076964717,0
2,366,-0.6966967582216985,0.8809091228897595,0.5221492076964717,0
2,367,0.27555296464953954,0.3267387874603099,-0.3887331523295015,0
2,368,0.27555296464953954,0.3267387874603099,-0.3887331523295015,0
2,369,0.27555296464953954,0.3267387874603099,-0.3887331523295015,0
2,370,0.27555296464953954,0.3267387874603099,-0.3887331523295015,0
2,371,0.27555296464953954,0.3267387874603099,-0.3887331523295015,0
2,372,-0.5585110497685682,0.8139653080307772,-0.6467526395336006,0
2,373,-0.5585110497685682,0.8139653080307772,-0.6467526395336006,0
2,374,-0.5585110497685682,0.8139653080307772,-0.6467526395336006,0
2,375,-0.5585110497685682,0.8139653080307772,-0.6467526395336006,0
2,376,-0.5585110497685682,0.8139653080307772,-0.6467526395336006,0
2,377,-0.7325343993725127,0.9331401621520277,0.4925496900886675,0
2,378,0.3981878007213325,0.1351860031706126,-0.23874739431617478,0
2,379,0.31908204951414076,0.17651034149623335,0.743071263084557,0
2,380,0.19659073395224588,0.3270996653885626,0.6868843540511788,0
2,381,0.4264858675761069,0.1664145544825159,0.9014418605544717,0
2,382,0.6456261271435402,0.0036593453519685837,-0.22185187571594364,0
2,383,0.3870743760279231,0.21685260750154683,-0.42113862135334484,0
2,384,0.37381616527850453,0.7876093194524689,-0.33168187423029927,0
2,385,0.42288417408763573,0.1870781777451074,-0.3126644209532837,0
2,386,0.6396987770641017,0.6506405531196877,0.7318818071858063,0
2,387,0.9530348814818543,0.4326512217833086,-0.2841729017888311,0
2,388,0.79255117621502,0.6045638648891392,-0.4038504243932998,0
2,389,0.16253000973422596,-0.7003575337534431,-0.04627244819892436,1
2,390,0.5050239280504514,0.10273220568430803,-0.2513271656107358,0
2,391,0.1357974675523775,-0.653202288967108,-0.2941595294126702,1
2,392,0.8744679450812332,0.5114820049960049,-0.3327378714254643,0
2,393,0.11439992514261399,-0.6317490494179498,-0.3533281927509,1
2,394,0.8847150683166571,0.4644631437634082,-0.1595406501396037,0
2,395,0.11164773876289391,-0.6693753084294919,-0.3517114675122689,1
2,396,0.02121489531863474,-0.5858896999014122,-0.23881364071352107,1
2,397,-0.5694234801593009,0.839427171081779,-0.34959454235214604,0
2,398,-0.9074864446925848,0.06973101293878271,0.5917793585914605,1
2,399,-0.7351443157956602,0.8593741473003902,0.5309622616666877,0
2,400,-0.3158134395532313,1.2661155748948971,-0.5226682258698766,0
2,401,-0.9185120159038239,0.061002940052157305,-0.336636986942395,1
2,402,-0.3223765390980748,1.26856165334653,-0.5516649825396399,0
2,403,-0.5012103565657678,0.7115656889403371,-0.5447389170478626,0
2,404,-0.2843613208246636,1.2470614252809946,-0.5501016063956433,0
2,405,-1.1042805550189492,0.17653607583680908,-0.5664622477154083,1
